Poste Italiane,poste-italiane,+39 803 160,http://www.poste.it/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/9070.jpg,IT,https://www.poste.it/cerca/index.html#/risultati-spedizioni/******,意大利邮政
Canada Post,canada-post,1 866 607 6301,http://www.canadapost.ca/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/3040.jpg,CA,https://www.canadapost.ca/trackweb/en#/search?searchFor=******,加拿大邮政
New Zealand Post,new-zealand-post,0800 501 501 / +64 9 977 0102,http://www.nzpost.co.nz/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/14060.jpg,NZ,https://www.nzpost.co.nz/tools/tracking,新西兰邮政
Hermes,hermes,040 593 551 111,https://www.hermesworld.com/,express,//s.trackingmore.com/images/icons/express/hermes.png,UK,https://www.hermesworld.com/en/our-services/distribution/parcel-delivery/parcel-tracking/?trackingNo=******,Hermes
Bpost,belgium-post,+32 2 276 22 74,https://www.bpost.be/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2061.jpg,BE,http://www.bpost2.be/bpostinternational/track_trace/find.php?search=s&lng=en&trackcode=******,比利时邮政
Brazil Correios,brazil-correios,55 61 3003 0100,http://www.correios.com.br/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2150.jpg,BR,http://www.correios.com.br/,巴西邮政
Russian Post,russian-post,+7 (495) 956-20-67,https://pochta.ru/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/18030.jpg,RU,https://www.pochta.ru/tracking?barcode=******,俄罗斯邮政
PostNord,sweden-posten,+46 771 33 33 10,https://www.postnord.se/en,globalpost,//s.trackingmore.com/images/icons/express/companylogo/19240.jpg,SE,https://www.postnord.se/sok/sok?searchquery=******,瑞典邮政
Chronopost,chronopost,0969 391 391,http://www.chronopost.fr/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/6052.jpg,FR,https://www.chronopost.fr/en/private/track-your-parcel,Chronopost
India Post,india-post,1800 266 6868,http://www.indiapost.gov.in/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/9020.jpg,IN,https://www.indiapost.gov.in/_layouts/15/DOP.Portal.Tracking/TrackConsignment.aspx,印度邮政
Magyar Posta,magyar-posta,(36)/06 40 46 46 46,http://posta.hu/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/8050.jpg,HU,https://www.posta.hu/nyomkovetes/nyitooldal?searchvalue=******,匈牙利邮政
DHL Germany,dhl-germany,+49 228 4 333 112,http://www.dhl.de,globalpost,//s.trackingmore.com/images/icons/express/dhl-germany.png,DE,https://www.dhl.de/de/privatkunden/pakete-empfangen/verfolgen.html?piececode=******,DHL 德国
An Post,an-post,(353) 01-7057600,http://www.anpost.ie/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/9050.jpg,IE,https://www.anpost.com/,爱尔兰邮政
DHL eCommerce NL,dhlparcel-nl,+31(0)900 - 222 21 20,https://www.dhlecommerce.nl/,express,//s.trackingmore.com/images/icons/express/dhlparcel-nl.png,NL,https://www.dhlparcel.nl/nl/consument/volg-je-pakket?tc=******&lc=nl-NL,DHL eCommerce NL
DHL Poland Domestic,dhl-poland,+48 42 6 345 345,http://www.dhl.com.pl/,express,//s.trackingmore.com/images/icons/express/dhl-poland.png,PL,https://www.logistics.dhl/pl-pl/home/sledzenie.html?tracking-id=******,波兰DHL
DHL Spain Domestic,dhl-es,+34 902 09 05 41,http://www.dhl.es/,express,//s.trackingmore.com/images/icons/express/dhl-es.png,ES,https://www.dhl.com/es-en/parcel/home.html,西班牙DHL
Mexico Post,correos-mexico,(55) 5340 3300,http://www.correosdemexico.gob.mx/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/13140.jpg,MX,https://www.correosdemexico.gob.mx/SSLServicios/SeguimientoEnvio/Seguimiento.aspx,墨西哥邮政
Posten Norge,posten-norge,+(47) 21 31 62 60,http://www.posten.no/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/14080.jpg,NO,https://sporing.posten.no/sporing.html?q=******,挪威邮政
TNT Italy,tnt-it,+39 199 803 868,http://www.tnt.it/,express,//s.trackingmore.com/images/icons/express/tnt-it.png,IT,https://www.tnt.it/tracking/Tracking.do,意大利TNT
TNT France,tnt-fr,825071071,http://www.tnt.fr/,express,//s.trackingmore.com/images/icons/express/tnt-fr.png,FR,http://www.tnt.fr/,法国TNT
Portugal CTT,ctt,(351) 707262626,http://www.ctt.pt,globalpost,//s.trackingmore.com/images/icons/express/companylogo/16100.jpg,PT,https://www.ctt.pt/feapl_2/app/open/objectSearch/objectSearch.jspx?objects=******,葡萄牙CTT
South African Post Office,south-africa-post,+(27) 0860 111 502,http://www.postoffice.co.za/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/19170.jpg,ZA,http://www.postoffice.co.za/,南非邮政
Correos,correos-spain,+34 902197197,http://www.correos.es/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/19180.jpg,ES,https://www.correos.es/ss/Satellite/site/aplicacion-4000003383089-inicio/detalle_app-sidioma=es_ES?numero=0000,西班牙邮政
Chunghwa POST,taiwan-post,0800-700-365,https://ipost.post.gov.tw/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/20010.jpg,TW,http://postserv.post.gov.tw/pstmail/main_mail.html,中華郵政
Ukraine Post,ukraine-post,+380 44 323 20 99,https://www.ukrposhta.ua/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/21020.jpg,UA,https://track.ukrposhta.ua/tracking_UA.html?barcode=******,乌克兰邮政
Ukraine EMS,ukraine-ems,(380) 44 245-43-15,http://dpsz.ua/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/21021.jpg,UA,http://dpsz.ua/track/ems,乌克兰 EMS
Emirates Post,emirates-post,(971) /600 599999,https://emiratespost.ae/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/5030.jpg,AE,https://emiratespost.ae/Portal/Track?TrackingNumber=******&locale=en-us,阿联酋邮政
Uruguay Post,uruguay-post,(598) 29160200,http://www.correo.com.uy/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/21040.jpg,UY,http://www.correo.com.uy/seguimientodeenvios,乌拉圭邮政
Japan Post,japan-post,+81 0570-046111,http://www.post.japanpost.jp/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/10020.jpg,JP,https://trackings.post.japanpost.jp/services/srv/search/direct?reqCodeNo1=******&searchKind=S002&locale=en,日本邮政
Romania Post,posta-romana,+ (40) 021 9393 111,http://www.posta-romana.ro/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/18020.jpg,RO,https://www.posta-romana.ro/en/track-trace.html,罗马尼亚邮政
Korea Post,korea-post,82-2-2108-9895,http://www.epost.go.kr/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/11050.jpg,KR,https://ems.epost.go.kr/front.Tracking01Eng.postal,韩国邮政
ELTA Hellenic Post,greece-post,(+30) 800-11-82000,https://www.elta.gr/en/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/7070.jpg,GR,https://www.elta.gr/en/track,希腊邮政
Deutsche Post,deutsche-post,0228 4333118,https://www.deutschepost.de/,express,//s.trackingmore.com/images/icons/express/companylogo/7040.jpg,DE,https://www.deutschepost.de/sendung/simpleQuery.html,德国邮政
Czech Post,czech-post,420 954 292 102,http://www.ceskaposta.cz/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/3220.jpg,CZ,https://www.postaonline.cz/trackandtrace/-/zasilka/cislo?parcelNumbers=******,捷克邮政
Aland Post,aland-post,358 18 6360,http://www.posten.ax/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/91020.jpg,AX,https://www.alandpost.ax/en,奥兰群岛芬兰邮政
Macao Post,macao-post,+(853) 2857 4491,http://www.macaupost.gov.mo/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/13010.jpg,MO,http://www.ctt.gov.mo/macaupost/contents/MailTrack.aspx,澳门邮政
Wish Post,wishpost,13917283454,https://www.wishpost.cn,express,//s.trackingmore.com/images/icons/express/wishpost.png,CN,https://wishpost.wish.com/tracking,Wish邮
PFC Express,pfcexpress,+86-755-83727415,http://www.pfcexpress.com/,express,//s.trackingmore.com/images/icons/express/pfcexpress.png,cn,http://www.pfcexpress.com/Manage/WebManage/Inquire.aspx?txtID=No,PFC皇家物流
CNE Express,cnexps,86 400 021 5600,https://www.cne.com/en,express,//s.trackingmore.com/images/icons/express/cnexps.png,CN,https://www.cne.com/English/?no=******,递一物流
Anjun Logistics,anjun,+86 400-999-6128,http://www.szanjun.com,express,//s.trackingmore.com/images/icons/express/anjun.png,CN,http://www.szanjuntrack.com/Szanjuntrack.asp,安骏物流
J-NET Express,j-net,400-728-7156,http://www.j-net.cn/,express,//s.trackingmore.com/images/icons/express/j-net.png,cn,http://www.j-net.cn/cms/index.php/page/track.html?number=******,J-NET捷网
Miuson Express,miuson-international,0755-84557420,http://www.miuson.net/cn/home/,express,//s.trackingmore.com/images/icons/express/miuson-international.png,cn,http://211.159.182.134:8082/trackIndex.htm,深圳淼信国际物流
SF International,sfb2c,(+86) 9533883,http://intl.sf-express.com/,express,//s.trackingmore.com/images/icons/express/sfb2c.png,CN,http://www.sf-express.com/us/en/dynamic_function/waybill/#search/bill-number/******,顺丰国际
SF Express,sf-express,+86 95338,http://www.sf-express.com,express,//s.trackingmore.com/images/icons/express/sf-express.png,CN,https://www.sf-express.com/chn/sc/waybill/waybill-detail/******,顺丰速运
STO Express,sto,95543,http://www.sto.cn/,express,//s.trackingmore.com/images/icons/express/sto.png,cn,http://www.sto.cn,申通快递
YTO Express,yto,95554,http://www.yto.net.cn/,express,//s.trackingmore.com/images/icons/express/yto.png,cn,http://www.yto.net.cn/gw/service/Shipmenttracking.html,圆通快递
TTKD Express,ttkd,4001-888888,http://www.ttkdex.com/,express,//s.trackingmore.com/images/icons/express/ttkd.png,CN,http://www.ttkdex.com/staticFiles/pages/queryExpress.html,天天快递
JD Express,jd,400-603-3600,http://www.jd-ex.com/,express,//s.trackingmore.com/images/icons/express/jd.png,CN,http://www.jdwl.com/order/search?waybillCodes=******,京东快递
ZTO Express,zto,4008-270-270,http://www.zto.cn/,express,//s.trackingmore.com/images/icons/express/zto.png,CN,https://www.zto.com/express/expressCheck.html?txtBill=******,中通快递
ZJS International,zjs-express,400-6789-000,http://www.zjs.com.cn/,express,//s.trackingmore.com/images/icons/express/zjs-express.png,CN,http://www.zjs.com.cn/yscp/index.jhtml,宅急送快递
Yunda Express,yunda,+86 95546,http://www.udalogistic.com/index,express,//s.trackingmore.com/images/icons/express/yunda.png,CN,http://www.udalogistic.com/index,韵达快递
DEPPON,deppon,+86 95353,http://www.deppon.com/,express,//s.trackingmore.com/images/icons/express/deppon.png,CN,https://www.deppon.com/newwebsite/track/ordertrack,德邦物流
XQ Express,xqwl,020-2917 2361,http://www.xqkjwl.com/,express,//s.trackingmore.com/images/icons/express/xqwl.png,CN,http://121.40.73.213:8082/trackIndex.htm,星前物流
Chukou1 Logistics,chukou1,,http://www.chukou1.com,express,//s.trackingmore.com/images/icons/express/chukou1.png,CN,http://www.chukou1.com/LogistictsTrack.aspx?trackNo=******,出口易
XRU,xru,400-688-0611,http://www.xru.com/,express,//s.trackingmore.com/images/icons/express/xru.png,CN,http://www.xru.com/,XRU-俄速递
TNT,tnt,1 800 558 5555,http://www.tnt.com/,express,//s.trackingmore.com/images/icons/express/tnt.png,US,http://www.tnt.com/,TNT
Hong Kong Post,hong-kong-post,852 2921 2222,https://www.hongkongpost.hk,globalpost,//s.trackingmore.com/images/icons/express/companylogo/8010.jpg,HK,https://www.hongkongpost.hk/sc/mail_tracking/index.html,香港邮政
Singapore Post,singapore-post,1605 / +65 6222 5777,http://www.singpost.com/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/19130.jpg,SG,https://www.singpost.com/,新加坡邮政(小包)
Swiss Post,swiss-post,0848 888 888,https://www.post.ch/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/19250.jpg,CH,https://www.post.ch/swisspost-tracking?formattedParcelCodes=******,瑞士邮政
PostNL International,postnl-parcels,+31 88 868 6161,https://postnl.post,globalpost,//s.trackingmore.com/images/icons/express/companylogo/14040.jpg,NL,https://postnl.post/tracktrace,PostNL国际
Parcelforce,parcel-force,0345 774 0740,http://www.parcelforce.com/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/11031.jpg,GB,https://www.parcelforce.com/track-trace,Parcelforce
Ruston,ruston,400-656-0077,http://www.ruston.cc,express,//s.trackingmore.com/images/icons/express/ruston.png,CN,http://www.ruston.cc/customer/xiaojianchaxun.html,Ruston俄速通
Netherlands Post,netherlands-post,,https://www.tnt.com/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/14041.jpg,NL,https://www.tnt.com/,荷兰邮政
QFKD Express,qfkd,4001000001,http://www.qfkd.com.cn,express,//s.trackingmore.com/images/icons/express/qfkd.png,CN,http://www.qfkd.com.cn/,全峰快递
Nanjing Woyuan,nanjingwoyuan,+86 18168003600,http://www.nanjingwoyuan.com/,express,//s.trackingmore.com/images/icons/express/nanjingwoyuan.png,CN,http://www.nanjingwoyuan.com/,南京沃源
Hua Han Logistics,hhexp,+86-0755-82518733,http://www.hh-exp.com/,express,//s.trackingmore.com/images/icons/express/hhexp.png,CN,http://www.hhddb.com/default/index/get-track-detail,华翰物流
Flyt Express,flytexpress,400-888-4003,http://www.flytexpress.com/,express,//s.trackingmore.com/images/icons/express/flytexpress.png,CN,http://www.flytexpress.com/Home/LogisticsTracking#orderIds=******,飞特物流
Ali Business Logistics,al8856,400-666-1668,http://www.al8856.com/,express,//s.trackingmore.com/images/icons/express/al8856.png,CN,http://120.24.176.176:8082/trackIndex.htm,阿里电商物流
JCEX,jcex,400－887－1083,https://www.jcex.com,express,//s.trackingmore.com/images/icons/express/jcex.png,CN,https://www.jcex.com/html/web/guijichaxun/index.html?nums=******,JCEX佳成
DPE Express,dpe-express,,http://www.dpe.net.cn/,express,//s.trackingmore.com/images/icons/express/dpe-express.png,CN,http://www.dpe.net.cn/Tracking.php,递必易
LWE,lwehk,+852 3421 1122,http://www.lwe.com.hk/,express,//s.trackingmore.com/images/icons/express/lwehk.png,CN,http://www.lwe.com.hk/tracking,LWE
Equick,equick-cn,4007066078,http://www.equick.cn/,express,//s.trackingmore.com/images/icons/express/equick-cn.png,CN,http://www.equick.cn/F10003.aspx,网易速达
DWZ Express,dwz,+86 0755-3632 6899,http://www.dwz56.com/,express,//s.trackingmore.com/images/icons/express/dwz.png,CN,http://www.dwz56.com/cgi-bin/GInfo.dll?DispInfo&w=szdwz&nid=27,递五洲国际物流
Takesend Logistics,takesend,+86 400-640-5699,http://www.takesend.com/,express,//s.trackingmore.com/images/icons/express/takesend.png,CN,http://k5.takesend.com:8180/WebTrack,泰嘉物流
TGX,tgx,,http://hk.kerryexpress.com/,express,//s.trackingmore.com/images/icons/express/tgx.png,,http://hk.kerryexpress.com/track?track=******,TGX精英速运
EDL,1dlexpress,,http://www.edlexp.com/,express,//s.trackingmore.com/images/icons/express/1dlexpress.png,CN,,伊点通物流
iMile,imile,+ 971600566221,https://www.imile.com/,express,//s.trackingmore.com/images/icons/express/imile.png,AE,,iMile
FBA JP Swiship,swiship-jp,,https://www.swiship.jp/track,express,//s.trackingmore.com/images/icons/express/swiship-jp.png,,https://www.swiship.jp/track/?loc=ja-JP&id=******,swiship-jp
Fast Horse Express (AU),fh-au,,https://au.fh.express/,express,//s.trackingmore.com/images/icons/express/fh-au.png,,https://au.fh.express/pc/search,Fast Horse Express (AU)
Go Swift,goswift,,https://www.goswift.in/,express,//s.trackingmore.com/images/icons/express/goswift.png,,https://checkout.goswift.in/tracking,Go Swift
BYT Carrier,byt,,http://www.byt56.com.cn/,express,//s.trackingmore.com/images/icons/express/byt.png,,http://www.byt56.com.cn/,BYT Carrier
France Express,franch-express,,https://franchexpress.com/,express,//s.trackingmore.com/images/icons/express/franch-express.png,,https://erpfranchexpress.com/awb_tracking2.php,France Express
Ausworld Express,aus,02-87226088,http://www.aus-express.com/,express,//s.trackingmore.com/images/icons/express/aus.png,,http://www.aus-express.com/Search.aspx,澳世速递
SX-Express,sxexpress,+61 420319144,http://www.sxexpress.com.au,express,//s.trackingmore.com/images/icons/express/sxexpress.png,AU,http://www.sxexpress.com.au/Search.aspx,三象速递
Tracknator,tracknator,,https://www.tracknator.com,express,//s.trackingmore.com/images/icons/express/tracknator.png,,https://www.tracknator.com/#/track/******,tracknator
Royal International,royal-international,852-53401851,http://www.royal-international.cc/,express,//s.trackingmore.com/images/icons/express/royal-international.png,,,皇家国际
Tianyun International,tianyun,,http://47.115.152.56:8883/BestECOnline/,express,//s.trackingmore.com/images/icons/express/tianyun.png,CN,,天运国际
Hunter Express,hunterexpress,,https://www.hunterexpress.com.au/,express,//s.trackingmore.com/images/icons/express/hunterexpress.png,US,https://www.hunterexpress.com.au/tracking/,Hunter Express
WoooLinks上海领链物流,wooolink,,http://www.wooolink.com/,express,//s.trackingmore.com/images/icons/express/wooolink.png,CN,https://api.aizs.ink/prod/prod/gtapi/api/open/lastmile/order/trackNews/detail/******,WoooLinks上海领链物流
Quickpac,quickpac,,https://quickpac.ch/,express,//s.trackingmore.com/images/icons/express/quickpac.png,,https://quickpac.ch/en/tracking,Quickpac
YUANPENG SUPPLY CHAIN,yuanpeng,,http://www.yuanpeng56.com/,express,//s.trackingmore.com/images/icons/express/yuanpeng.png,,http://www.yuanpeng56.com:8082/trackIndex.htm,YUANPENG SUPPLY CHAIN
UVAN Express,uvan,0755-23347927,http://www.uvan56.com,express,//s.trackingmore.com/images/icons/express/uvan.png,CN,,UVAN宇环通快递
CSD Express,csd,13751351357,http://www.csdexpress.com,express,//s.trackingmore.com/images/icons/express/csd.png,CN,,超时代供应链
United Delivery Services,uniteddeliveryservice,,http://www.uniteddeliveryservice.com/,express,//s.trackingmore.com/images/icons/express/uniteddeliveryservice.png,,http://www.uniteddeliveryservice.com/packageTrack.php,uniteddeliveryservice
Sri Lanka Post,sri-lanka-post,(94) 011 2325111,http://www.slpost.gov.lk/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/19190.jpg,LK,,斯里兰卡邮政
EWE Global Express,ewe,+86 21 55961727,https://www.ewe.com.au,express,//s.trackingmore.com/images/icons/express/ewe.png,AU,https://www.ewe.com.au/html/track.html?cno=******#track-results,EWE全球快递
ECMS Express,ecms,,https://www.ecmsglobal.com/,express,//s.trackingmore.com/images/icons/express/ecms.png,CN,https://ese.ecmsglobal.com/#/ecms/tracking?order_number=******,易客满
HuiLin56,huilin56,400-921-8889,http://www.huilin56.com/,express,//s.trackingmore.com/images/icons/express/huilin56.png,,,汇霖丰通
Piggycars,piggycars,,https://piggyship.com/,express,//s.trackingmore.com/images/icons/express/piggycars.png,,https://piggyship.com/tracking/q/,Piggycars
Qingbei Supply,qingbei-supply,,http://szqingbei.com/,express,//s.trackingmore.com/images/icons/express/qingbei-supply.png,,http://www.szqingbei.com:8082/trackIndex.htm,Qingbei Supply
Sudan Post,sudan-post,+1-345-949-6263,http://www.sudapost.com/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/19200.jpg,SD,http://www.sudapost.com/,苏丹邮政
DEX-I,dex-i,+86 20 66854050,http://www.dex-i.com/,express,//s.trackingmore.com/images/icons/express/dex-i.png,cn,,DEX-I
Nippon Express,nippon,,https://www.nittsu.co.jp/,express,//s.trackingmore.com/images/icons/express/nippon.png,JP,,Nippon日本通运
COSCO eGlobal,cosco,,https://lines.coscoshipping.com/home/,express,//s.trackingmore.com/images/icons/express/cosco.png,CN,,中远e环球
mircoexpress,mircoexpress,,http://api.mircoexpress.com/#/AboutUs,express,//s.trackingmore.com/images/icons/express/mircoexpress.png,,http://api.mircoexpress.com/#/AboutUs,mircoexpress
Relay Tech,relay-tech,,https://relaytech.co/,express,//s.trackingmore.com/images/icons/express/relay-tech.png,,https://relaytech.co/track-order,Relay Tech
TOCINDA,tocinda,,http://www.zxdexpress.com/,express,//s.trackingmore.com/images/icons/express/tocinda.png,,http://www.zxdexpress.com/logistic.html,TOCINDA
CDEK Turkey,cdek-tr,,https://www.cdek.com.tr,express,//s.trackingmore.com/images/icons/express/cdek-tr.png,TR,https://www.cdek.com.tr/en,cdek-tr
Jetstarexp,jetstarexp,020-36713719,http://www.jetstarexp.cn/,express,//s.trackingmore.com/images/icons/express/jetstarexp.png,,,捷仕
WEL,logistics,+86 400-8338-066,http://www.we-logistics.com/,express,//s.trackingmore.com/images/icons/express/logistics.png,,http://119.23.238.137/default/index/get-track-detail?type=cp&documentCode=******&Submit.x=10&Submit.y=11,世航通运WEL
Ninja Van Vietnam,ninjavan-vn,+84 1900 886 877,https://www.ninjavan.co/vn-vn,express,//s.trackingmore.com/images/icons/express/ninjavan-vn.png,VN,,Ninja Van （越南）
Spee-Dee Delivery,speedee,800-862-5578,http://speedeedelivery.com/,express,//s.trackingmore.com/images/icons/express/speedee.png,US,,Spee-Dee Delivery
Northline,northline,,https://track.northline.com.au/,express,//s.trackingmore.com/images/icons/express/northline.png,,https://track.northline.com.au/status/******,Northline
GIANT EXPRESS,giantpost,03 9544 6495  04 4977 6168,http://www.giantpost.com.au/,express,//s.trackingmore.com/images/icons/express/giantpost.png,,,捷安达
Qiyue Logistics,qiyue,,http://47.115.152.56:8883/BestECOnline_QY/,express,//s.trackingmore.com/images/icons/express/qiyue.png,CN,,琪悦物流
PARCLL,parcll,,https://www.parcll.com/,express,//s.trackingmore.com/images/icons/express/parcll.png,,https://www.parclltrack.com/parcelTracking?id=******,PARCLL
Syrian Post,syrian-post,(963) 2247563,http://www.syrianpost.gov.sy/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/19260.jpg,SY,http://www.syrianpost.gov.sy/,叙利亚邮政
RaidereX,raiderex,+65 8666 5481,http://raiderex.com/,express,//s.trackingmore.com/images/icons/express/raiderex.png,,https://app.detrack.com/w/#/tracking/s/c2ed7ab0c381d61e1959731ff286cbb0ba590cb4,RaidereX
allekurier,allekurier,+48 12 345 06 20,https://allekurier.pl/sledzenie,express,//s.trackingmore.com/images/icons/express/allekurier.png,PL,https://allekurier.pl/sledzenie,AlleKurier
LP Express,lpexpress,8700 55400,https://www.lpexpress.lt/en/home/,express,//s.trackingmore.com/images/icons/express/lpexpress.png,LT,,LP Express
fourseasonsfly,fourseasonsfly,,http://www.fourseasonsfly.net/tracking,globalpost,//s.trackingmore.com/images/icons/express/fourseasonsfly.png,CN,http://www.fourseasonsfly.net/tracking,fourseasonsfly
Un-line,un-line,,http://www.un-line.com/,express,//s.trackingmore.com/images/icons/express/un-line.png,,http://www.un-line.com/index.asp,Un-line
collivery,collivery,,https://collivery.net,express,//s.trackingmore.com/images/icons/express/collivery.png,,https://collivery.net/tracking,Collivery
Ybd Express,ybdexpress,+86 18058848333,http://www.ybdexpress.com,express,//s.trackingmore.com/images/icons/express/ybdexpress.png,CN,,邮必达
Crane Worldwide Logistics,crane-etowertech,,https://crane.etowertech.com,express,//s.trackingmore.com/images/icons/express/crane-etowertech.png,US,https://crane.etowertech.com/home,Crane Worldwide Logistics
RZY Express,rzyexpress,+65 96982006,http://rzyexpress.com.sg/,express,//s.trackingmore.com/images/icons/express/rzyexpress.png,SG,http://rzyexpress.com.sg/track.php,RZY Express
Transrush,transrush,4008311333,http://www.transrush.com/,express,//s.trackingmore.com/images/icons/express/transrush.png,,http://member.transrush.com/Transport/LogisticsTransferTrace.aspx?code=******&vcode=&source=undefined,转运四方
Sagawa Global,sagawa-global,,http://www.sgh-globalj.com/index.html,express,//s.trackingmore.com/images/icons/express/sagawa-global.png,JP,https://tracking.sagawa-sgx.com/sgx/trackeng.asp?enc=ENG&cat=AWB&awb=******,SGHグローバル・ジャパン株式会社
Venipak,venipak,+370 5 2107717,https://www.venipak.lt/en/,express,//s.trackingmore.com/images/icons/express/venipak.png,LT,,Venipak
Skynet South Africa,skynet-za,,https://www.skynet.co.za/,express,//s.trackingmore.com/images/icons/express/skynet-za.png,,https://api.skynet.co.za:3227/api/waybill/getWaybillTracking/?waybillReference=******,skynet-za
AxleHire,axlehire,(855) 249-7447,https://axlehire.com/,express,//s.trackingmore.com/images/icons/express/axlehire.png,,,AxleHire
Tanzania Post,tanzania-post,+(255) 22-2118280,http://www.posta.co.tz/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/20030.jpg,TZ,https://postashoptz.post/search?q=******,坦桑尼亚邮政
